"","data2.District.Name","data2.School.Name","data2.Population","data2.Disaggregated","data2.Assessment","data2.Achievement.Level"
"504048","Lewiston Public Schools","Lewiston Middle School","Hispanic or Latino","Racial/Ethnic Diversity","Mathematics","At or Above State Expectations"
"504049","Lewiston Public Schools","Lewiston Middle School","Two or More Races","Racial/Ethnic Diversity","Mathematics","At or Above State Expectations"
"504050","Lewiston Public Schools","Lewiston Middle School","Female","Sex","Mathematics","At or Above State Expectations"
"504051","Lewiston Public Schools","Lewiston Middle School","English Learners (Monitoring)","Other","Mathematics","At or Above State Expectations"
"504052","Lewiston Public Schools","Lewiston Middle School","Male","Sex","Mathematics","At or Above State Expectations"
"504053","Lewiston Public Schools","Lewiston Middle School","English Learners","Other","Mathematics","At or Above State Expectations"
"504054","Lewiston Public Schools","Lewiston Middle School","American Indian or Alaska Native","Racial/Ethnic Diversity","Mathematics","At or Above State Expectations"
"504055","Lewiston Public Schools","Lewiston Middle School","Students with Disabilities","Other","Mathematics","At or Above State Expectations"
"504056","Lewiston Public Schools","Lewiston Middle School","Economically Disadvantaged","Other","Mathematics","Below or Well Below State Expectations"
"504057","Lewiston Public Schools","Lewiston Middle School","Black or African American","Racial/Ethnic Diversity","Mathematics","Below or Well Below State Expectations"
"504058","Lewiston Public Schools","Lewiston Middle School","All Students","All Students","Mathematics","Below or Well Below State Expectations"
"504059","Lewiston Public Schools","Lewiston Middle School","Asian","Racial/Ethnic Diversity","Mathematics","Below or Well Below State Expectations"
"504060","Lewiston Public Schools","Lewiston Middle School","White","Racial/Ethnic Diversity","Mathematics","Below or Well Below State Expectations"
"504170","Lewiston Public Schools","Lewiston Middle School","Homeless","Other","Mathematics","Below or Well Below State Expectations"
"504171","Lewiston Public Schools","Lewiston Middle School","Hispanic or Latino","Racial/Ethnic Diversity","Mathematics","Below or Well Below State Expectations"
"504172","Lewiston Public Schools","Lewiston Middle School","Two or More Races","Racial/Ethnic Diversity","Mathematics","Below or Well Below State Expectations"
"504173","Lewiston Public Schools","Lewiston Middle School","Female","Sex","Mathematics","Below or Well Below State Expectations"
"504174","Lewiston Public Schools","Lewiston Middle School","English Learners (Monitoring)","Other","Mathematics","Below or Well Below State Expectations"
"504175","Lewiston Public Schools","Lewiston Middle School","Male","Sex","Mathematics","Below or Well Below State Expectations"
"504176","Lewiston Public Schools","Lewiston Middle School","English Learners","Other","Mathematics","Below or Well Below State Expectations"
"504177","Lewiston Public Schools","Lewiston Middle School","American Indian or Alaska Native","Racial/Ethnic Diversity","Mathematics","Below or Well Below State Expectations"
"504178","Lewiston Public Schools","Lewiston Middle School","Students with Disabilities","Other","Mathematics","Below or Well Below State Expectations"
"504179","Lewiston Public Schools","Lewiston Middle School","Economically Disadvantaged","Other","English Language Arts","Well Below State Expectations"
"504180","Lewiston Public Schools","Lewiston Middle School","Black or African American","Racial/Ethnic Diversity","English Language Arts","Well Below State Expectations"
"504181","Lewiston Public Schools","Lewiston Middle School","All Students","All Students","English Language Arts","Well Below State Expectations"
"504182","Lewiston Public Schools","Lewiston Middle School","Asian","Racial/Ethnic Diversity","English Language Arts","Well Below State Expectations"
"504183","Lewiston Public Schools","Lewiston Middle School","White","Racial/Ethnic Diversity","English Language Arts","Well Below State Expectations"
"504184","Lewiston Public Schools","Lewiston Middle School","Homeless","Other","English Language Arts","Well Below State Expectations"
"504185","Lewiston Public Schools","Lewiston Middle School","Hispanic or Latino","Racial/Ethnic Diversity","English Language Arts","Well Below State Expectations"
"504186","Lewiston Public Schools","Lewiston Middle School","Two or More Races","Racial/Ethnic Diversity","English Language Arts","Well Below State Expectations"
"504187","Lewiston Public Schools","Lewiston Middle School","Female","Sex","English Language Arts","Well Below State Expectations"
"504188","Lewiston Public Schools","Lewiston Middle School","English Learners (Monitoring)","Other","English Language Arts","Well Below State Expectations"
"504189","Lewiston Public Schools","Lewiston Middle School","Male","Sex","English Language Arts","Well Below State Expectations"
"504190","Lewiston Public Schools","Lewiston Middle School","English Learners","Other","English Language Arts","Well Below State Expectations"
"504191","Lewiston Public Schools","Lewiston Middle School","American Indian or Alaska Native","Racial/Ethnic Diversity","English Language Arts","Well Below State Expectations"
"504192","Lewiston Public Schools","Lewiston Middle School","Students with Disabilities","Other","English Language Arts","Well Below State Expectations"
"504193","Lewiston Public Schools","Lewiston Middle School","Economically Disadvantaged","Other","English Language Arts","Below State Expectations"
"504194","Lewiston Public Schools","Lewiston Middle School","Black or African American","Racial/Ethnic Diversity","English Language Arts","Below State Expectations"
"504195","Lewiston Public Schools","Lewiston Middle School","All Students","All Students","English Language Arts","Below State Expectations"
"504306","Lewiston Public Schools","Lewiston Middle School","Asian","Racial/Ethnic Diversity","English Language Arts","Below State Expectations"
"504307","Lewiston Public Schools","Lewiston Middle School","White","Racial/Ethnic Diversity","English Language Arts","Below State Expectations"
"504308","Lewiston Public Schools","Lewiston Middle School","Homeless","Other","English Language Arts","Below State Expectations"
"504309","Lewiston Public Schools","Lewiston Middle School","Hispanic or Latino","Racial/Ethnic Diversity","English Language Arts","Below State Expectations"
"504310","Lewiston Public Schools","Lewiston Middle School","Two or More Races","Racial/Ethnic Diversity","English Language Arts","Below State Expectations"
"504311","Lewiston Public Schools","Lewiston Middle School","Female","Sex","English Language Arts","Below State Expectations"
"504312","Lewiston Public Schools","Lewiston Middle School","English Learners (Monitoring)","Other","English Language Arts","Below State Expectations"
"504313","Lewiston Public Schools","Lewiston Middle School","Male","Sex","English Language Arts","Below State Expectations"
"504314","Lewiston Public Schools","Lewiston Middle School","English Learners","Other","English Language Arts","Below State Expectations"
"504315","Lewiston Public Schools","Lewiston Middle School","American Indian or Alaska Native","Racial/Ethnic Diversity","English Language Arts","Below State Expectations"
"504316","Lewiston Public Schools","Lewiston Middle School","Students with Disabilities","Other","English Language Arts","Below State Expectations"
"504317","Lewiston Public Schools","Lewiston Middle School","Economically Disadvantaged","Other","English Language Arts","At State Expectations"
"504318","Lewiston Public Schools","Lewiston Middle School","Black or African American","Racial/Ethnic Diversity","English Language Arts","At State Expectations"
"504319","Lewiston Public Schools","Lewiston Middle School","All Students","All Students","English Language Arts","At State Expectations"
"504320","Lewiston Public Schools","Lewiston Middle School","Asian","Racial/Ethnic Diversity","English Language Arts","At State Expectations"
"504321","Lewiston Public Schools","Lewiston Middle School","White","Racial/Ethnic Diversity","English Language Arts","At State Expectations"
"504322","Lewiston Public Schools","Lewiston Middle School","Homeless","Other","English Language Arts","At State Expectations"
"504323","Lewiston Public Schools","Lewiston Middle School","Hispanic or Latino","Racial/Ethnic Diversity","English Language Arts","At State Expectations"
"504324","Lewiston Public Schools","Lewiston Middle School","Two or More Races","Racial/Ethnic Diversity","English Language Arts","At State Expectations"
"504325","Lewiston Public Schools","Lewiston Middle School","Female","Sex","English Language Arts","At State Expectations"
"504326","Lewiston Public Schools","Lewiston Middle School","English Learners (Monitoring)","Other","English Language Arts","At State Expectations"
"504327","Lewiston Public Schools","Lewiston Middle School","Male","Sex","English Language Arts","At State Expectations"
"504328","Lewiston Public Schools","Lewiston Middle School","English Learners","Other","English Language Arts","At State Expectations"
"504329","Lewiston Public Schools","Lewiston Middle School","American Indian or Alaska Native","Racial/Ethnic Diversity","English Language Arts","At State Expectations"
"504330","Lewiston Public Schools","Lewiston Middle School","Students with Disabilities","Other","English Language Arts","At State Expectations"
"504331","Lewiston Public Schools","Lewiston Middle School","Economically Disadvantaged","Other","English Language Arts","Above State Expectations"
"504332","Lewiston Public Schools","Lewiston Middle School","Black or African American","Racial/Ethnic Diversity","English Language Arts","Above State Expectations"
"504454","Lewiston Public Schools","Lewiston Middle School","All Students","All Students","English Language Arts","Above State Expectations"
"504455","Lewiston Public Schools","Lewiston Middle School","Asian","Racial/Ethnic Diversity","English Language Arts","Above State Expectations"
"504456","Lewiston Public Schools","Lewiston Middle School","White","Racial/Ethnic Diversity","English Language Arts","Above State Expectations"
"504457","Lewiston Public Schools","Lewiston Middle School","Homeless","Other","English Language Arts","Above State Expectations"
"504458","Lewiston Public Schools","Lewiston Middle School","Hispanic or Latino","Racial/Ethnic Diversity","English Language Arts","Above State Expectations"
"504459","Lewiston Public Schools","Lewiston Middle School","Two or More Races","Racial/Ethnic Diversity","English Language Arts","Above State Expectations"
"504460","Lewiston Public Schools","Lewiston Middle School","Female","Sex","English Language Arts","Above State Expectations"
